id,id_umf,UMF,FLONA,UPA,COD_UPA,id_upa,Conces,Processo,Contrato,Ano_POA,status,AUTEX,Safra,Vol_IF,Vol_Aut,Vol_Exp,Rev_AUTEX,n_arv_inv,n_arv_aut,area_upa,n_UT,n_arv_exp
"67",CXN2,"2",Caxiuanã,"1","1",CXN02-01,Benevides Madeiras LTDA,02018.102810/2017-92,02/2015,"2018",Explorada,1015.2.2018.00149,2018-2019,135736.8221000000,27291.9870000000,,"1","26412","3541",,"16",
"68",CXN1,"1",Caxiuanã,"6","6",CXN01-06,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,"2024",revisao pendencia,1015.2.2024.38518,2024-2025,88578.6962000000,40365.7876000000,,,"22218","9279",2269.376800000000,"22",
"69",CXN1,"1",Caxiuanã,"11","11",CXN01-11,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"70",CXN1,"1",Caxiuanã,"12","12",CXN01-12,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"71",CXN1,"1",Caxiuanã,"13","13",CXN01-13,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"72",CXN1,"1",Caxiuanã,"14","14",CXN01-14,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"73",CXN1,"1",Caxiuanã,"15","15",CXN01-15,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"74",CXN1,"1",Caxiuanã,"16","16",CXN01-16,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"75",CXN1,"1",Caxiuanã,"17","17",CXN01-17,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"76",CXN1,"1",Caxiuanã,"18","18",CXN01-18,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"77",CXN1,"1",Caxiuanã,"19","19",CXN01-19,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"78",CXN1,"1",Caxiuanã,"20","20",CXN01-20,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"79",CXN1,"1",Caxiuanã,"21","21",CXN01-21,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"80",CXN1,"1",Caxiuanã,"22","22",CXN01-22,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"81",CXN1,"1",Caxiuanã,"23","23",CXN01-23,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"82",CXN1,"1",Caxiuanã,"24","24",CXN01-24,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"83",CXN1,"1",Caxiuanã,"25","25",CXN01-25,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"84",CXN1,"1",Caxiuanã,"26","26",CXN01-26,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"85",CXN1,"1",Caxiuanã,"27","27",CXN01-27,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"86",CXN1,"1",Caxiuanã,"28","28",CXN01-28,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"87",CXN1,"1",Caxiuanã,"29","29",CXN01-29,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"88",CXN1,"1",Caxiuanã,"30","30",CXN01-30,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"89",CXN1,"1",Caxiuanã,"9","9",CXN01-09,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
"90",ALT2,"2",Altamira,"1",2A,ATM02-01,RRX Mineração e Serviços LTDA,02018.000388/2016-51,03/2013,"2016",Explorada,1500.2.2016.00019,2016-2017,70503.1100000000,46848.4100000000,17864.97410000000,,"14967","7885",,"34",
"91",ALT2,"2",Altamira,"2",2B,ATM02-02,RRX Mineração e Serviços LTDA,02018.000388/2016-51,03/2013,"2017",Explorada,1500.2.2017.00008,2017-2018,59141.2034000000,35321.0900000000,1357.98400000000,,"13498","6534",,"24",
"92",ALT2,"2",Altamira,"3",2C,ATM02-03,RRX Mineração e Serviços LTDA,02018.000388/2016-51,03/2013,"2018",Explorada,1015.2.2018.01681,2018-2019,223408.6956000000,76798.3530000000,,"1","43834","12115",,"51",
"93",ALT2,"2",Altamira,"4",2D,ATM02-04,RRX Mineração e Serviços LTDA,02018.000388/2016-51,03/2013,"2020",Explorada,1015.2.2020.24721,2020-2021,143776.7507000000,61061.5540000000,,"1","33015","12889",,"38",
"94",S-T1A,1A,Saracá-Taquera,"1","1",SCQ1A-01,EBATA Produtos Florestais LTDA,02018.002432/2014-03,02/2014,"2015",Explorada,1500.2.2015.00003,2015-2016,23751.3717000000,15067.4400000000,10609.03000000000,,"5034","2592",700.000000000000,"3",
"95",S-T1A,1A,Saracá-Taquera,"2","2",SCQ1A-02,EBATA Produtos Florestais LTDA,02018.002432/2014-03,02/2014,"2016",Explorada,1500.2.2016.00017,2016-2017,51993.5300000000,24855.8410000000,18024.58100000000,,"20080","4884",1049.681000000000,"7",
"96",S-T1A,1A,Saracá-Taquera,"3","3",SCQ1A-03,EBATA Produtos Florestais LTDA,02018.002432/2014-03,02/2014,"2017",Explorada,1500.2.2017.00004,2017-2018,58724.8573000000,25193.1540000000,,,"14784","4860",1176.170000000000,"7",
"97",S-T1A,1A,Saracá-Taquera,"4","4",SCQ1A-04,EBATA Produtos Florestais LTDA,02018.002432/2014-03,02/2014,"2018",Explorada,1015.2.2018.00998,2018-2019,38055.2535000000,25278.7080000000,17439.20000000000,"0","11636","6283",1133.080000000000,"5",
"98",S-T1A,1A,Saracá-Taquera,"5","5",SCQ1A-05,EBATA Produtos Florestais LTDA,02018.002432/2014-03,02/2014,"2019",Explorada,1015.2.2019.05196,2019-2020,34771.6412000000,21379.3130000000,16418.32690000000,"0","8435","5110",1004.200000000000,"6",
"99",S-T1A,1A,Saracá-Taquera,"6","6",SCQ1A-06,EBATA Produtos Florestais LTDA,02018.002432/2014-03,02/2014,"2020",Explorada,1015.2.2020.21422,2020-2021,46857.0051000000,25304.9430000000,21442.74210000000,"0","6682","4980",1108.042000000000,"4",
"100",S-T2,"2",Saracá-Taquera,"1","1",SCQ02-01,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2012",Explorada,1500.2.2012.00002,2012-2013,126779.9900000000,25696.5670000000,21627.63000000000,,"12929","4169",1013.000000000000,"12",
"101",S-T2,"2",Saracá-Taquera,"2","2",SCQ02-02,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2013",Explorada,1500.2.2013.00001,2013-2014,81371.7235000000,23389.9010000000,13656.90000000000,,"13557","2702",971.000000000000,"10",
"102",S-T2,"2",Saracá-Taquera,"3","3",SCQ02-03,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2014",Explorada,1500.2.2014.00002,2014-2015,77100.7900000000,33109.7820000000,22143.96000000000,,"14588","5261",1375.790000000000,"7",
"103",S-T2,"2",Saracá-Taquera,"4","4",SCQ02-04,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2015",Explorada,1500.2.2015.00001,2015-2016,62674.6000000000,25143.0230000000,19145.00000000000,,"9456","2779",1047.090000000000,"5",
"104",S-T2,"2",Saracá-Taquera,"5","5",SCQ02-05,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2016",Explorada,1500.2.2016.00014,2016-2017,69451.1390000000,24020.4790000000,20740.33400000000,,"12588","2408",977.960000000000,"4",
"105",S-T2,"2",Saracá-Taquera,"6","6",SCQ02-06,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2017",Explorada,1500.2.2017.00002,2017-2018,71174.2126000000,29471.5890000000,,,"16800","5852",1302.180000000000,"7",
"106",S-T2,"2",Saracá-Taquera,"7","7",SCQ02-07,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2018",Explorada,1015.2.2018.00148,2018-2019,76283.2150000000,30464.1430000000,25450.40740000000,"1","16332","5289",1325.020000000000,"4",
"107",S-T2,"2",Saracá-Taquera,"8","8",SCQ02-08,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2019",Explorada,1015.2.2019.07939,2019-2020,34419.8963000000,17728.4960000000,12430.15720000000,"1","7335","2786",740.100000000000,"3",
"108",S-T2,"2",Saracá-Taquera,"9","9",SCQ02-09,EBATA Produtos Florestais LTDA,02018.000225/2011-63,01/2009,"2020",Explorada,1015.2.2020.25034,2020-2021,62216.6319000000,30181.9190000000,20054.28870000000,"0","11204","4638",1430.000000000000,"4",
"109",CXN1,"1",Caxiuanã,"10","10",CXN01-10,Benevides Madeiras LTDA,02018.102808/2017-13,01/2015,,Exploração Futura,,,,,,,"0",,,,
